Virtual User Script started at : 1/24/2017 7:45:32 PM
Starting action vuser_init.
Web Turbo Replay of LoadRunner 12.53.0 for Windows 10; build 1203 (Jan 24 2017 19:13:20)  	[MsgId: MMSG-26983]
Action.c(319): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(319): Warning -35047: The WebSocket whose ID is "0" is not connected  	[MsgId: MWAR-35047]
Action.c(319): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(319): web_websocket_send highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(326): web_websocket_send started  	[MsgId: MMSG-26355]
Action.c(326): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(326): Warning -35047: The WebSocket whose ID is "0" is not connected  	[MsgId: MWAR-35047]
Action.c(326): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(326): web_websocket_send highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(333): web_websocket_send started  	[MsgId: MMSG-26355]
Action.c(333): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(333): Warning -35047: The WebSocket whose ID is "0" is not connected  	[MsgId: MWAR-35047]
Action.c(333): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(333): web_websocket_send highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(340): web_websocket_send started  	[MsgId: MMSG-26355]
Action.c(340): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(340): Warning -35047: The WebSocket whose ID is "0" is not connected  	[MsgId: MWAR-35047]
Action.c(340): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(340): web_websocket_send highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(347): web_websocket_send started  	[MsgId: MMSG-26355]
Action.c(347): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(347): Warning -35047: The WebSocket whose ID is "0" is not connected  	[MsgId: MWAR-35047]
Action.c(347): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(347): web_websocket_send highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(352): web_websocket_send started  	[MsgId: MMSG-26355]
Action.c(352): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(352): Warning -35047: The WebSocket whose ID is "0" is not connected  	[MsgId: MWAR-35047]
Action.c(352): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(352): web_websocket_send highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(359): web_websocket_send started  	[MsgId: MMSG-26355]
Action.c(359): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(359): Warning -35047: The WebSocket whose ID is "0" is not connected  	[MsgId: MWAR-35047]
Action.c(359): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(359): web_websocket_send highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(364): web_websocket_send started  	[MsgId: MMSG-26355]
Action.c(364): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(364): Warning -35047: The WebSocket whose ID is "0" is not connected  	[MsgId: MWAR-35047]
Action.c(364): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(364): web_websocket_send highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(372): web_websocket_send started  	[MsgId: MMSG-26355]
Action.c(372): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(372): Warning -35047: The WebSocket whose ID is "0" is not connected  	[MsgId: MWAR-35047]
Action.c(372): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(372): web_websocket_send highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(379): web_websocket_send started  	[MsgId: MMSG-26355]
Action.c(379): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(379): Warning -35047: The WebSocket whose ID is "0" is not connected  	[MsgId: MWAR-35047]
Action.c(379): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(379): web_websocket_send highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(386): web_websocket_send started  	[MsgId: MMSG-26355]
